"","id","Place","desc","coords"
"6990",285857974,"Colosseum, Colosseo ","The Flavian amphitheater at Rome (the so-called ""Colosseum"").","[12.4919038, 41.8904202]"
"6991",286718069,"Temple of Hibis ","A large temple located in the Kharga Oasis that is dated to the Saite-Persian period.","[30.5548982, 25.4773361]"
"6992",287975074,"Tempel der Artemis Limnatis ","A sanctuary on the slopes of Mount Ithome and within the city walls of ancient Messene in the Peloponnese. The sanctuary developed beginning in the 4th-3rd centuries BCE.","[21.929897, 37.1786418]"
"6993",287975074,"Sanctuary of Artemis Limnatis at Messene ","A sanctuary on the slopes of Mount Ithome and within the city walls of ancient Messene in the Peloponnese. The sanctuary developed beginning in the 4th-3rd centuries BCE.","[21.929897, 37.1786418]"
"6994",287975074,"Tempel der Artemis Limnatis ","A sanctuary on the slopes of Mount Ithome and within the city walls of ancient Messene in the Peloponnese. The sanctuary developed beginning in the 4th-3rd centuries BCE.","[21.929897, 37.1786418]"
"6995",287975074,"Sanctuary of Artemis Limnatis at Messene ","A sanctuary on the slopes of Mount Ithome and within the city walls of ancient Messene in the Peloponnese. The sanctuary developed beginning in the 4th-3rd centuries BCE.","[21.929897, 37.1786418]"
"6996",288390870,"Temple of Artemis Azzanathkona Phase 1 (Dura-Europos) ","Archaeological phase (c. 13-160 CE) of the Temple at Dura-Europos dedicated to Artemis Azzanathkona, probably the tutelary deity of the Euphrates island settlement Anath.","[40.726752109533194, 34.75106028562368]"
"6997",289697635,"Etruscan necropolis of Malignano ","An Etruscan necropolis south of Sovicille in the province of Siena. The tombs date from the fifth century B.C. onward.","[11.2272048, 43.2604842]"
"6998",289697636,"Etruscan necropolis of Pianacce ","An Etruscan necropolis located near the center of Sarteano with tombs dating from the sixth to the second centuries B.C. In 2003, the fourth-century painted tomb of the 'infernal quadriga' was discovered.","[11.884712, 42.9855674]"
"6999",290042871,"Upper Agora ","The Upper Agora at Sagalassos is in use from the Hellenistic period onward.","[30.5176128, 37.6773358]"
"7000",290080326,"Roman Aqueduct at Moria ","A well-preserved section of the 26 km aqueduct that supplied Mytilene on the island of Lesbos.","[26.514316, 39.1263521]"
"7001",290080326,"Roman Aqueduct at Moria ","A well-preserved section of the 26 km aqueduct that supplied Mytilene on the island of Lesbos.","[26.514316, 39.1263521]"
"7002",290080326,"Roman Aqueduct at Moria ","A well-preserved section of the 26 km aqueduct that supplied Mytilene on the island of Lesbos.","[26.514316, 39.1263521]"
"7003",290080326,"Roman Aqueduct at Moria ","A well-preserved section of the 26 km aqueduct that supplied Mytilene on the island of Lesbos.","[26.514316, 39.1263521]"
"7004",290587550,"Sanafir Island ","An island in the Red Sea to the east of Tiran island.","[34.6584775, 27.9410242]"
"7005",291184549,"Barbar Temples ","Archaeological site in northern Bahrain associated with the Dilmun culture. Three successive temples were built on the site during the 3rd-2nd millennia BCE.","[50.4842966, 26.2263719]"
"7006",291526922,"Ponte Camillario ","A Roman bridge on the Via Cassia.","[12.0687545, 42.4149083]"
"7007",292442603,"Roman Thermae (Varna) ","A monumental bath complex constructed in the 2nd c. CE in modern Varna, ancient Odessus.","[27.9174948, 43.1999666]"
"7008",292442603,"Roman Thermae (Varna) ","A monumental bath complex constructed in the 2nd c. CE in modern Varna, ancient Odessus.","[27.9174948, 43.1999666]"
"7009",292442603,"Roman Thermae (Varna) ","A monumental bath complex constructed in the 2nd c. CE in modern Varna, ancient Odessus.","[27.9174948, 43.1999666]"
"7010",292442603,"Roman Thermae (Varna) ","A monumental bath complex constructed in the 2nd c. CE in modern Varna, ancient Odessus.","[27.9174948, 43.1999666]"
"7011",293222275,"Greek Theater ","Remains of a mud-brick theater with building inscription in Greek were excavated at Babylon. The structure was substantively rebuilt in modern times.","[44.429825, 32.542579]"
"7012",293261278,"Roman amphitheater at Nuceria (Alfaterna) ","The Roman amphitheater at Nuceria (Alfaterna) likely dates to the Augustan period.","[14.6572533, 40.7455804]"
"7013",293261278,"Roman amphitheater at Nuceria (Alfaterna) ","The Roman amphitheater at Nuceria (Alfaterna) likely dates to the Augustan period.","[14.6572533, 40.7455804]"
"7014",293261278,"Roman amphitheater at Nuceria (Alfaterna) ","The Roman amphitheater at Nuceria (Alfaterna) likely dates to the Augustan period.","[14.6572533, 40.7455804]"
"7015",293261278,"Roman amphitheater at Nuceria (Alfaterna) ","The Roman amphitheater at Nuceria (Alfaterna) likely dates to the Augustan period.","[14.6572533, 40.7455804]"
"7016",294093253,"Complesso Nuragico e Nuraghe di Noddule ","A multi-period settlement site with occupation stretching from ca. 4000 B.C. to the fourth century A.D.","[9.2834596, 40.3870448]"
"7017",295344385,"Northern Cluster ","The Northern Cluster of rock-cut churches at Lalibela.","[39.04214, 12.0329246]"
"7018",296331453,"Mount Ebal ","Mountain located north of the city of Neapolis.","[35.2733529, 32.2335683]"
"7019",297163719,"Temple of Mater Matuta at Satricum ","A sanctuary dedicated to Mater Matuta that was in use between the seventh and fifth centuries B.C.","[12.7551881, 41.5132989]"
"7020",297163721,"Post-Archaic necropolis at Poggio dei Cavallari ","A necropolis located along a road that once led to the Mater Matuta sanctuary composed of approximately 50 tombs.","[12.746919, 41.512733]"
"7021",299219557,"Temple H, Temple G, Temple GF, Temple E, Temple D, Temple of Ishtar at Assur ","From the late Early Dynastic period (ED III, ca. 2500/2400 BC) until 614 BC, there was a temple in the city of Assur dedicated to Ištar, a goddess who was revered in that important northern-Mesopotamian city in a few different forms. Several building phases (designated “Temples H–A,” from earliest to latest) were excavated by W. Andrae between 1905 and 1914. Periodically the location and orientation of the Ištar temple changed, especially during the reigns of the Middle Assyrian kings Tukultī-Ninurta I (1243–1207 BC) and Aššur-rēša-iši I (1132–1115 BC). The earliest and latest textual records for the existence of the temple date respectively to the time of Ititi, a local ruler of Assur during the Old Akkadian Period, and the reign of Sîn-šarra-iškun (626–612 BC), the penultimate king of Assyria.","[43.2581207, 35.4577998]"
"7022",299493181,"Roman colonia at York ","The walled settlement of Eburacum, which was granted colonial status possibly during the reign of Caracalla, was located on the southwest side of the river Ouse opposite the fortress.","[-1.083221, 53.955604]"
"7023",299493181,"Roman colonia at York ","The walled settlement of Eburacum, which was granted colonial status possibly during the reign of Caracalla, was located on the southwest side of the river Ouse opposite the fortress.","[-1.083221, 53.955604]"
"7024",299493181,"Roman colonia at York ","The walled settlement of Eburacum, which was granted colonial status possibly during the reign of Caracalla, was located on the southwest side of the river Ouse opposite the fortress.","[-1.083221, 53.955604]"
"7025",299493181,"Roman colonia at York ","The walled settlement of Eburacum, which was granted colonial status possibly during the reign of Caracalla, was located on the southwest side of the river Ouse opposite the fortress.","[-1.083221, 53.955604]"
"7026",300044064,"Porticus of the Concordia Augusta ","Located on the east side of Pompeii's forum (VII, 9, 1), the so-called Eumachia building is a large, public building financed by Eumachia, a public priestess of Venus in Pompeii during the middle of the first century AD.","[14.4853195, 40.7491669]"
"7027",300354623,"Warka Survey ","A place from the TAVO Index","[45.0, 31.0]"
"7028",300354630,"Sabzevār, Sabzevar, Sabzavar, Sabzawar, Sabzavār, Sabzawār ","A place from the TAVO Index","[57.0, 36.0]"
"7029",301013826,"Stadium at Nemea ","The ancient Greek stadium at the pan-hellenic sanctuary of Nemean Zeus.","[22.7147017, 37.8073677]"
"7030",301732141,"North Palace ","The Neo-Assyrian king Ashurbanipal built a grand royal residence in the citadel of Nineveh. It was located north and east of the temples of the god Nabû (Ezida) and the goddess Ištar (Emašmaš), and it was constructed on the site of an older, smaller palace. Ashurbanipal referred to this palace as the bīt redûti (""House of Succession""); in scholarly literature, it is often referred to as the ""North Palace."" A small portion of the once-grand Assyrian palace is still visible today.","[43.1525081, 36.3613028]"
"7031",303354808,"Upper Chambers, Upper Chambers at Kalhu ","This ornately-decorated, elevated building might have been the residence of Sammu-ramat (the legendary Semiramis) in the palace of her son Adad-nārārī III (r. 810-783 BC) at Kalhu (biblical Calah, modern Nimrud). Because these rooms were built noticeably higher than the surrounding area, its first excavator Austen Henry Layard believed that he had uncovered part of an upper floor of an Assyrian palace and, therefore, referred to this area as the “Upper Chambers.”","[43.327088, 36.098075]"
"7032",303419362,"Bolaghi Gorge ","A valley of the Pulvar River near Pasargadai in Fars/Persis, Iran. Rescue excavations before the completion of Sivand Dam revealed settlements and cemeteries from 5000 BCE to the Sassanian period, including the first rural site from the Achaemenid period to be excavated in Iran.","[53.0807855, 30.1405963]"
"7033",303732808,"Monteriggioni ","A Medieval settlement where numerous important Etruscan tombs have been excavated.","[11.2230684, 43.3901051]"
"7034",305199887,"Roman Baths ","An architectural complex near the sea in Apollonia. It went through different stages and alterations between, roughly, the fourth century B.C. and the seventh century A.D. It was probably used as a private villa, then as public baths and, perhaps, as cisterns in later years.","[21.9686753, 32.902553]"
"7035",305199887,"Roman Baths ","An architectural complex near the sea in Apollonia. It went through different stages and alterations between, roughly, the fourth century B.C. and the seventh century A.D. It was probably used as a private villa, then as public baths and, perhaps, as cisterns in later years.","[21.9686753, 32.902553]"
"7036",305199887,"Roman Baths ","An architectural complex near the sea in Apollonia. It went through different stages and alterations between, roughly, the fourth century B.C. and the seventh century A.D. It was probably used as a private villa, then as public baths and, perhaps, as cisterns in later years.","[21.9686753, 32.902553]"
"7037",305199887,"Roman Baths ","An architectural complex near the sea in Apollonia. It went through different stages and alterations between, roughly, the fourth century B.C. and the seventh century A.D. It was probably used as a private villa, then as public baths and, perhaps, as cisterns in later years.","[21.9686753, 32.902553]"
"7038",305770200,"Montagna di Gildone ","A series of noncontinuous fortifications are extant on Mount Gildone (elevation 902 meters) that enclose part of an upland plateau. A nucleus of 23 Samnite tombs was also discovered in the vicinity.","[14.7592688, 41.4943754]"
"7039",306618381,"Temple of Augustus et Livia ","The so-called Temple of Augustus et Livia dates ca. 10 B.C. and was originally dedicated to Roma and Augustus. The temple was located on the ancient forum of the city. By the fifth century the temple had become a Christian church. It was extensively restored in the nineteenth century.","[4.8744, 45.5255399]"
"7040",306780756,"Ponte di Apollo, Punicum ","A Roman bridge.","[11.8812405, 42.0387821]"
"7041",306780757,"Ponte Romano Di Largo Impero, Santa Marinella ","The remains of a Roman bridge located in the comune of Santa Marinella.","[11.8764434, 42.0377163]"
"7042",307322303,"Monte Fumaiolo ","A mountain of the northern Apennines (elevation 1,408 m; 4,619 ft) from which the Tiber River originates.","[12.0698885, 43.7882363]"
"7043",307322303,"Mount Fumaiolo ","A mountain of the northern Apennines (elevation 1,408 m; 4,619 ft) from which the Tiber River originates.","[12.0698885, 43.7882363]"
"7044",307322303,"Monte Fumaiolo ","A mountain of the northern Apennines (elevation 1,408 m; 4,619 ft) from which the Tiber River originates.","[12.0698885, 43.7882363]"
"7045",307322303,"Mount Fumaiolo ","A mountain of the northern Apennines (elevation 1,408 m; 4,619 ft) from which the Tiber River originates.","[12.0698885, 43.7882363]"
"7046",308320790,"Sardarapat ","Find place for cuneiform inscription.","[43.9922923, 40.1283566]"
"7047",308320791,"Saru-Kamush, Sarukamush, Sarıkamış ","Find place for cuneiform inscription.","[42.5795, 40.3349]"
